97;21.07.2020 05:36:44;1;55
1718;375,0000;1,0000;0
1739;395,0000;1,0000;0
1729;395,0000;1,0000;0
1740;385,0000;1,0000;0
1721;170,0000;1,0000;0
1736;395,0000;1,0000;0
1728;385,0000;1,0000;0
1712;445,0000;1,0000;0
1311;395,0000;1,0000;0
1734;285,0000;1,0000;0
1719;1890,0000;1,0000;0
1373;1880,0000;1,0000;0
1710;1150,0000;1,0000;0
1741;465,0000;1,0000;0
1716;455,0000;1,0000;0
1738;345,0000;1,0000;0
1745;375,0000;1,0000;0
1737;310,0000;1,0000;0
1750;395,0000;1,0000;0
1730;245,0000;1,0000;0
1733;485,0000;1,0000;0
1752;370,0000;1,0000;0
1717;445,0000;1,0000;0
1715;435,0000;1,0000;0
1714;370,0000;1,0000;0
1713;445,0000;1,0000;0
1735;595,0000;1,0000;0
1742;265,0000;1,0000;0
1744;225,0000;1,0000;0
1743;245,0000;1,0000;0
1711;380,0000;1,0000;0
